,sa,timedifference,sequence no,length
35520,80:2b:f9:f1:5e:e9,70822.273522295,114264,140
35554,80:2b:f9:f1:5e:e9,70882.004012642,114352,140
35555,80:2b:f9:f1:5e:e9,70882.015171534,114354,140
35556,80:2b:f9:f1:5e:e9,70882.19114716201,114368,140
35588,80:2b:f9:f1:5e:e9,70941.97592714401,114447,140
35589,80:2b:f9:f1:5e:e9,70941.986059298,114448,140
35590,80:2b:f9:f1:5e:e9,70942.206306755,114465,140
35637,80:2b:f9:f1:5e:e9,71001.94923031601,114548,140
35638,80:2b:f9:f1:5e:e9,71001.99015019901,114551,140
35664,80:2b:f9:f1:5e:e9,71061.92348611401,114650,140
35665,80:2b:f9:f1:5e:e9,71061.940820428,114651,140
35666,80:2b:f9:f1:5e:e9,71062.19941861901,114669,140
35667,80:2b:f9:f1:5e:e9,71062.20957045001,114670,140
35668,80:2b:f9:f1:5e:e9,71062.232418592,114672,140
35719,80:2b:f9:f1:5e:e9,71151.910319628,114861,140
35720,80:2b:f9:f1:5e:e9,71151.911452821,114862,140
35743,80:2b:f9:f1:5e:e9,71181.964208434,114923,140
35744,80:2b:f9:f1:5e:e9,71181.97379813701,114924,140
35768,80:2b:f9:f1:5e:e9,71211.746303333,114961,140
35782,80:2b:f9:f1:5e:e9,71241.94444386,115041,140
35783,80:2b:f9:f1:5e:e9,71241.95460670601,115042,140
35818,80:2b:f9:f1:5e:e9,71301.685215517,115127,140
35819,80:2b:f9:f1:5e:e9,71301.69508867401,115128,140
35820,80:2b:f9:f1:5e:e9,71301.92261663901,115144,140
35853,80:2b:f9:f1:5e:e9,71361.659226428,115218,140
35854,80:2b:f9:f1:5e:e9,71361.90304288101,115237,140
